-11 -10 -5 -4 3 45
-11 -9 -5 -5 10 37
-11 -8 -5 -6 17 29
-11 -7 -5 -7 24 21
-11 -6 -5 -8 31 13
-11 -5 -5 -9 38 5
-11 -4 -5 -10 45 -3
-11 -3 -5 -11 52 -11
-11 -2 -5 -12 59 -19
-11 -1 -5 -13 66 -27
-10 -15 -6 1 -40 78
-10 -14 -6 0 -33 70
-10 -13 -6 -1 -26 62
-10 -12 -6 -2 -19 54
-10 -11 -6 -3 -12 46
-10 -10 -6 -4 -5 38
-10 -9 -6 -5 2 30
-10 -8 -6 -6 9 22
-10 -7 -6 -7 16 14
-10 -6 -6 -8 23 6
-10 -5 -6 -9 30 -2
-10 -4 -6 -10 37 -10
-10 -3 -6 -11 44 -18
-10 -2 -6 -12 51 -26
-10 -1 -6 -13 58 -34
-9 -15 -7 1 -48 71
-9 -14 -7 0 -41 63
-9 -13 -7 -1 -34 55
-9 -12 -7 -2 -27 47
-9 -11 -7 -3 -20 39
-9 -10 -7 -4 -13 31
-9 -9 -7 -5 -6 23
-9 -8 -7 -6 1 15
-9 -7 -7 -7 8 7
-9 -6 -7 -8 15 -1
-9 -5 -7 -9 22 -9
-9 -4 -7 -10 29 -17
-9 -3 -7 -11 36 -25
-9 -2 -7 -12 43 -33
-9 -1 -7 -13 50 -41
-8 -15 -8 1 -56 64
-8 -14 -8 0 -49 56
-8 -13 -8 -1 -42 48
-8 -12 -8 -2 -35 40
-8 -11 -8 -3 -28 32
-8 -10 -8 -4 -21 24
-8 -9 -8 -5 -14 16
-8 -8 -8 -6 -7 8
-8 -7 -8 -7 0 0
-8 -6 -8 -8 7 -8
-8 -5 -8 -9 14 -16
-8 -4 -8 -10 21 -24
-8 -3 -8 -11 28 -32
-8 -2 -8 -12 35 -40
-8 -1 -8 -13 42 -48
-7 -15 -9 1 -64 57
-7 -14 -9 0 -57 49
-7 -13 -9 -1 -50 41
-7 -12 -9 -2 -43 33
-7 -11 -9 -3 -36 25
-7 -10 -9 -4 -29 17
-7 -9 -9 -5 -22 9
-7 -8 -9 -6 -15 1
-7 -7 -9 -7 -8 -7
-7 -6 -9 -8 -1 -15
-7 -5 -9 -9 6 -23
-7 -4 -9 -10 13 -31
-7 -3 -9 -11 20 -39
-7 -2 -9 -12 27 -47
-7 -1 -9 -13 34 -55
-6 -15 -10 1 -72 50
-6 -14 -10 0 -65 42
-6 -13 -10 -1 -58 34
-6 -12 -10 -2 -51 26
-6 -11 -10 -3 -44 18
-6 -10 -10 -4 -37 10
-6 -9 -10 -5 -30 2
-6 -8 -10 -6 -23 -6
-6 -7 -10 -7 -16 -14
-6 -6 -10 -8 -9 -22
-6 -5 -10 -9 -2 -30
-6 -4 -10 -10 5 -38
-6 -3 -10 -11 12 -46
-6 -2 -10 -12 19 -54
-6 -1 -10 -13 26 -62
-5 -15 -11 1 -80 43
-5 -14 -11 0 -73 35
-5 -13 -11 -1 -66 27
-5 -12 -11 -2 -59 19
-5 -11 -11 -3 -52 11
-5 -10 -11 -4 -45 3
-5 -9 -11 -5 -38 -5
-5 -8 -11 -6 -31 -13
-5 -7 -11 -7 -24 -21
-5 -6 -11 -8 -17 -29
-5 -5 -11 -9 -10 -37
-5 -4 -11 -10 -3 -45
-5 -3 -11 -11 4 -53
-5 -2 -11 -12 11 -61
-5 -1 -11 -13 18 -69
-4 -15 -12 1 -88 36
-4 -14 -12 0 -81 28
-4 -13 -12 -1 -74 20
-4 -12 -12 -2 -67 12
-4 -11 -12 -3 -60 4
-4 -10 -12 -4 -53 -4
-4 -9 -12 -5 -46 -12
-4 -8 -12 -6 -39 -20
-4 -7 -12 -7 -32 -28
-4 -6 -12 -8 -25 -36
-4 -5 -12 -9 -18 -44
-4 -4 -12 -10 -11 -52
-4 -3 -12 -11 -4 -60
-4 -2 -12 -12 3 -68
-4 -1 -12 -13 10 -76
-3 -15 -13 1 -96 29
-3 -14 -13 0 -89 21
-3 -13 -13 -1 -82 13
-3 -12 -13 -2 -75 5
-3 -11 -13 -3 -68 -3
-3 -10 -13 -4 -61 -11
-3 -9 -13 -5 -54 -19
-3 -8 -13 -6 -47 -27
-3 -7 -13 -7 -40 -35
-3 -6 -13 -8 -33 -43
-3 -5 -13 -9 -26 -51
-3 -4 -13 -10 -19 -59
-3 -3 -13 -11 -12 -67
-3 -2 -13 -12 -5 -75
-3 -1 -13 -13 2 -83
-2 -15 -14 1 -104 22
-2 -14 -14 0 -97 14
-2 -13 -14 -1 -90 6
-2 -12 -14 -2 -83 -2
-2 -11 -14 -3 -76 -10
-2 -10 -14 -4 -69 -18
-2 -9 -14 -5 -62 -26
-2 -8 -14 -6 -55 -34
-2 -7 -14 -7 -48 -42
-2 -6 -14 -8 -41 -50
-2 -5 -14 -9 -34 -58
-2 -4 -14 -10 -27 -66
-2 -3 -14 -11 -20 -74
-2 -2 -14 -12 -13 -82
-2 -1 -14 -13 -6 -90
-16 -14 0 2 16 112
-16 -13 0 1 22 104
-16 -12 0 0 28 96
-16 -11 0 -1 34 88
-16 -10 0 -2 40 80
-16 -9 0 -3 46 72
-16 -8 0 -4 52 64
-16 -7 0 -5 58 56
-16 -6 0 -6 64 48
-16 -5 0 -7 70 40
-16 -4 0 -8 76 32
-16 -3 0 -9 82 24
-16 -2 0 -10 88 16
-16 -1 0 -11 94 8
-16 0 0 -12 100 0
-15 -14 -1 2 8 106
-15 -13 -1 1 14 98
-15 -12 -1 0 20 90
-15 -11 -1 -1 26 82
-15 -10 -1 -2 32 74
-15 -9 -1 -3 38 66
-15 -8 -1 -4 44 58
-15 -7 -1 -5 50 50
-15 -6 -1 -6 56 42
-15 -5 -1 -7 62 34
-15 -4 -1 -8 68 26
-15 -3 -1 -9 74 18
-15 -2 -1 -10 80 10
-15 -1 -1 -11 86 2
-15 0 -1 -12 92 -6
-14 -14 -2 2 0 100
-14 -13 -2 1 6 92
-14 -12 -2 0 12 84
-14 -11 -2 -1 18 76
-14 -10 -2 -2 24 68
-14 -9 -2 -3 30 60
-14 -8 -2 -4 36 52
-14 -7 -2 -5 42 44
-14 -6 -2 -6 48 36
-14 -5 -2 -7 54 28
-14 -4 -2 -8 60 20
-14 -3 -2 -9 66 12
-14 -2 -2 -10 72 4
-14 -1 -2 -11 78 -4
-14 0 -2 -12 84 -12
-13 -14 -3 2 -8 94
-13 -13 -3 1 -2 86
-13 -12 -3 0 4 78
-13 -11 -3 -1 10 70
-13 -10 -3 -2 16 62
-13 -9 -3 -3 22 54
-13 -8 -3 -4 28 46
-13 -7 -3 -5 34 38
-13 -6 -3 -6 40 30
-13 -5 -3 -7 46 22
-13 -4 -3 -8 52 14
-13 -3 -3 -9 58 6
-13 -2 -3 -10 64 -2
-13 -1 -3 -11 70 -10
-13 0 -3 -12 76 -18
-12 -14 -4 2 -16 88
-12 -13 -4 1 -10 80
-12 -12 -4 0 -4 72
-12 -11 -4 -1 2 64
-12 -10 -4 -2 8 56
-12 -9 -4 -3 14 48
-12 -8 -4 -4 20 40
-12 -7 -4 -5 26 32
-12 -6 -4 -6 32 24
-12 -5 -4 -7 38 16
-12 -4 -4 -8 44 8
-12 -3 -4 -9 50 0
-12 -2 -4 -10 56 -8
-12 -1 -4 -11 62 -16
-12 0 -4 -12 68 -24
-11 -14 -5 2 -24 82
-11 -13 -5 1 -18 74
-11 -12 -5 0 -12 66
-11 -11 -5 -1 -6 58
-11 -10 -5 -2 0 50
-11 -9 -5 -3 6 42
-11 -8 -5 -4 12 34
-11 -7 -5 -5 18 26
-11 -6 -5 -6 24 18
-11 -5 -5 -7 30 10
-11 -4 -5 -8 36 2
-11 -3 -5 -9 42 -6
-11 -2 -5 -10 48 -14
-11 -1 -5 -11 54 -22
-11 0 -5 -12 60 -30
-10 -14 -6 2 -32 76
-10 -13 -6 1 -26 68
-10 -12 -6 0 -20 60
-10 -11 -6 -1 -14 52
-10 -10 -6 -2 -8 44
-10 -9 -6 -3 -2 36
-10 -8 -6 -4 4 28
-10 -7 -6 -5 10 20
-10 -6 -6 -6 16 12
-10 -5 -6 -7 22 4
-10 -4 -6 -8 28 -4
-10 -3 -6 -9 34 -12
-10 -2 -6 -10 40 -20
-10 -1 -6 -11 46 -28
-10 0 -6 -12 52 -36
-9 -14 -7 2 -40 70
-9 -13 -7 1 -34 62
-9 -12 -7 0 -28 54
-9 -11 -7 -1 -22 46
-9 -10 -7 -2 -16 38
-9 -9 -7 -3 -10 30
-9 -8 -7 -4 -4 22
-9 -7 -7 -5 2 14
-9 -6 -7 -6 8 6
-9 -5 -7 -7 14 -2
-9 -4 -7 -8 20 -10
-9 -3 -7 -9 26 -18
-9 -2 -7 -10 32 -26
-9 -1 -7 -11 38 -34
-9 0 -7 -12 44 -42
-8 -14 -8 2 -48 64
-8 -13 -8 1 -42 56
-8 -12 -8 0 -36 48
-8 -11 -8 -1 -30 40
-8 -10 -8 -2 -24 32
-8 -9 -8 -3 -18 24
-8 -8 -8 -4 -12 16
-8 -7 -8 -5 -6 8
-8 -6 -8 -6 0 0
-8 -5 -8 -7 6 -8
-8 -4 -8 -8 12 -16
-8 -3 -8 -9 18 -24
-8 -2 -8 -10 24 -32
-8 -1 -8 -11 30 -40
-8 0 -8 -12 36 -48
-7 -14 -9 2 -56 58
-7 -13 -9 1 -50 50
-7 -12 -9 0 -44 42
-7 -11 -9 -1 -38 34
-7 -10 -9 -2 -32 26
-7 -9 -9 -3 -26 18
-7 -8 -9 -4 -20 10
-7 -7 -9 -5 -14 2
-7 -6 -9 -6 -8 -6
-7 -5 -9 -7 -2 -14
-7 -4 -9 -8 4 -22
-7 -3 -9 -9 10 -30
-7 -2 -9 -10 16 -38
-7 -1 -9 -11 22 -46
-7 0 -9 -12 28 -54
-6 -14 -10 2 -64 52
-6 -13 -10 1 -58 44
-6 -12 -10 0 -52 36
-6 -11 -10 -1 -46 28
-6 -10 -10 -2 -40 20
-6 -9 -10 -3 -34 12
-6 -8 -10 -4 -28 4
-6 -7 -10 -5 -22 -4
-6 -6 -10 -6 -16 -12
-6 -5 -10 -7 -10 -20
-6 -4 -10 -8 -4 -28
-6 -3 -10 -9 2 -36
-6 -2 -10 -10 8 -44
-6 -1 -10 -11 14 -52
-6 0 -10 -12 20 -60
-5 -14 -11 2 -72 46
-5 -13 -11 1 -66 38
-5 -12 -11 0 -60 30
-5 -11 -11 -1 -54 22
-5 -10 -11 -2 -48 14
-5 -9 -11 -3 -42 6
-5 -8 -11 -4 -36 -2
-5 -7 -11 -5 -30 -10
-5 -6 -11 -6 -24 -18
-5 -5 -11 -7 -18 -26
-5 -4 -11 -8 -12 -34
-5 -3 -11 -9 -6 -42
-5 -2 -11 -10 0 -50
-5 -1 -11 -11 6 -58
-5 0 -11 -12 12 -66
-4 -14 -12 2 -80 40
-4 -13 -12 1 -74 32
-4 -12 -12 0 -68 24
-4 -11 -12 -1 -62 16
-4 -10 -12 -2 -56 8
-4 -9 -12 -3 -50 0
-4 -8 -12 -4 -44 -8
-4 -7 -12 -5 -38 -16
-4 -6 -12 -6 -32 -24
-4 -5 -12 -7 -26 -32
-4 -4 -12 -8 -20 -40
-4 -3 -12 -9 -14 -48
-4 -2 -12 -10 -8 -56
-4 -1 -12 -11 -2 -64
-4 0 -12 -12 4 -72
-3 -14 -13 2 -88 34
-3 -13 -13 1 -82 26
-3 -12 -13 0 -76 18
-3 -11 -13 -1 -70 10
-3 -10 -13 -2 -64 2
-3 -9 -13 -3 -58 -6
-3 -8 -13 -4 -52 -14
-3 -7 -13 -5 -46 -22
-3 -6 -13 -6 -40 -30
-3 -5 -13 -7 -34 -38
-3 -4 -13 -8 -28 -46
-3 -3 -13 -9 -22 -54
-3 -2 -13 -10 -16 -62
-3 -1 -13 -11 -10 -70
-3 0 -13 -12 -4 -78
-2 -14 -14 2 -96 28
-2 -13 -14 1 -90 20
-2 -12 -14 0 -84 12
-2 -11 -14 -1 -78 4
-2 -10 -14 -2 -72 -4
-2 -9 -14 -3 -66 -12
-2 -8 -14 -4 -60 -20
-2 -7 -14 -5 -54 -28
-2 -6 -14 -6 -48 -36
-2 -5 -14 -7 -42 -44
-2 -4 -14 -8 -36 -52
-2 -3 -14 -9 -30 -60
-2 -2 -14 -10 -24 -68
-2 -1 -14 -11 -18 -76
-2 0 -14 -12 -12 -84
-16 -13 0 3 24 104
-16 -12 0 2 29 96
-16 -11 0 1 34 88
-16 -10 0 0 39 80
-16 -9 0 -1 44 72
-16 -8 0 -2 49 64
-16 -7 0 -3 54 56
-16 -6 0 -4 59 48
-16 -5 0 -5 64 40
-16 -4 0 -6 69 32
-16 -3 0 -7 74 24
-16 -2 0 -8 79 16
-16 -1 0 -9 84 8
-16 0 0 -10 89 0
-16 1 0 -11 94 -8
-15 -13 -1 3 16 99
-15 -12 -1 2 21 91
-15 -11 -1 1 26 83
-15 -10 -1 0 31 75
-15 -9 -1 -1 36 67
-15 -8 -1 -2 41 59
-15 -7 -1 -3 46 51
-15 -6 -1 -4 51 43
-15 -5 -1 -5 56 35
-15 -4 -1 -6 61 27
-15 -3 -1 -7 66 19
-15 -2 -1 -8 71 11
-15 -1 -1 -9 76 3
-15 0 -1 -10 81 -5
-15 1 -1 -11 86 -13
-14 -13 -2 3 8 94
-14 -12 -2 2 13 86
-14 -11 -2 1 18 78
-14 -10 -2 0 23 70
-14 -9 -2 -1 28 62
-14 -8 -2 -2 33 54
-14 -7 -2 -3 38 46
-14 -6 -2 -4 43 38
-14 -5 -2 -5 48 30
-14 -4 -2 -6 53 22
-14 -3 -2 -7 58 14
-14 -2 -2 -8 63 6
-14 -1 -2 -9 68 -2
-14 0 -2 -10 73 -10
-14 1 -2 -11 78 -18
-13 -13 -3 3 0 89
-13 -12 -3 2 5 81
-13 -11 -3 1 10 73
-13 -10 -3 0 15 65
-13 -9 -3 -1 20 57
-13 -8 -3 -2 25 49
-13 -7 -3 -3 30 41
-13 -6 -3 -4 35 33
-13 -5 -3 -5 40 25
-13 -4 -3 -6 45 17
-13 -3 -3 -7 50 9
-13 -2 -3 -8 55 1
-13 -1 -3 -9 60 -7
-13 0 -3 -10 65 -15
-13 1 -3 -11 70 -23
-12 -13 -4 3 -8 84
-12 -12 -4 2 -3 76
-12 -11 -4 1 2 68
-12 -10 -4 0 7 60
-12 -9 -4 -1 12 52
-12 -8 -4 -2 17 44
-12 -7 -4 -3 22 36
-12 -6 -4 -4 27 28
-12 -5 -4 -5 32 20
-12 -4 -4 -6 37 12
-12 -3 -4 -7 42 4
-12 -2 -4 -8 47 -4
-12 -1 -4 -9 52 -12
-12 0 -4 -10 57 -20
-12 1 -4 -11 62 -28
-11 -13 -5 3 -16 79
-11 -12 -5 2 -11 71
-11 -11 -5 1 -6 63
-11 -10 -5 0 -1 55
-11 -9 -5 -1 4 47
-11 -8 -5 -2 9 39
-11 -7 -5 -3 14 31
-11 -6 -5 -4 19 23
-11 -5 -5 -5 24 15
-11 -4 -5 -6 29 7
-11 -3 -5 -7 34 -1
-11 -2 -5 -8 39 -9
-11 -1 -5 -9 44 -17
-11 0 -5 -10 49 -25
-11 1 -5 -11 54 -33
-10 -13 -6 3 -24 74
-10 -12 -6 2 -19 66
-10 -11 -6 1 -14 58
-10 -10 -6 0 -9 50
-10 -9 -6 -1 -4 42
-10 -8 -6 -2 1 34
-10 -7 -6 -3 6 26
-10 -6 -6 -4 11 18
-10 -5 -6 -5 16 10
-10 -4 -6 -6 21 2
-10 -3 -6 -7 26 -6
-10 -2 -6 -8 31 -14
-10 -1 -6 -9 36 -22
-10 0 -6 -10 41 -30
-10 1 -6 -11 46 -38
-9 -13 -7 3 -32 69
-9 -12 -7 2 -27 61
-9 -11 -7 1 -22 53
-9 -10 -7 0 -17 45
-9 -9 -7 -1 -12 37
-9 -8 -7 -2 -7 29
-9 -7 -7 -3 -2 21
-9 -6 -7 -4 3 13
-9 -5 -7 -5 8 5
-9 -4 -7 -6 13 -3
-9 -3 -7 -7 18 -11
-9 -2 -7 -8 23 -19
-9 -1 -7 -9 28 -27
-9 0 -7 -10 33 -35
-9 1 -7 -11 38 -43
-8 -13 -8 3 -40 64
-8 -12 -8 2 -35 56
-8 -11 -8 1 -30 48
-8 -10 -8 0 -25 40
-8 -9 -8 -1 -20 32
-8 -8 -8 -2 -15 24
-8 -7 -8 -3 -10 16
-8 -6 -8 -4 -5 8
-8 -5 -8 -5 0 0
-8 -4 -8 -6 5 -8
-8 -3 -8 -7 10 -16
-8 -2 -8 -8 15 -24
-8 -1 -8 -9 20 -32
-8 0 -8 -10 25 -40
-8 1 -8 -11 30 -48
-7 -13 -9 3 -48 59
-7 -12 -9 2 -43 51
-7 -11 -9 1 -38 43
-7 -10 -9 0 -33 35
-7 -9 -9 -1 -28 27
-7 -8 -9 -2 -23 19
-7 -7 -9 -3 -18 11
-7 -6 -9 -4 -13 3
-7 -5 -9 -5 -8 -5
-7 -4 -9 -6 -3 -13
-7 -3 -9 -7 2 -21
-7 -2 -9 -8 7 -29
-7 -1 -9 -9 12 -37
-7 0 -9 -10 17 -45
-7 1 -9 -11 22 -53
-6 -13 -10 3 -56 54
-6 -12 -10 2 -51 46
-6 -11 -10 1 -46 38
-6 -10 -10 0 -41 30
-6 -9 -10 -1 -36 22
-6 -8 -10 -2 -31 14
-6 -7 -10 -3 -26 6
-6 -6 -10 -4 -21 -2
-6 -5 -10 -5 -16 -10
-6 -4 -10 -6 -11 -18
-6 -3 -10 -7 -6 -26
-6 -2 -10 -8 -1 -34
-6 -1 -10 -9 4 -42
-6 0 -10 -10 9 -50
-6 1 -10 -11 14 -58
-5 -13 -11 3 -64 49
-5 -12 -11 2 -59 41
-5 -11 -11 1 -54 33
-5 -10 -11 0 -49 25
-5 -9 -11 -1 -44 17
-5 -8 -11 -2 -39 9
-5 -7 -11 -3 -34 1
